question,choices,correct,type,model_response,model_response_color,correct_color,accuracy_baseline,accuracy
green,"['cocktail_umbrella_rot_s_3.jpg', 'cocktail_umbrella_rot_s_1.jpg', 'cocktail_umbrella_rot_s_5.jpg', 'cocktail_umbrella_rot_s_7.jpg', 'cocktail_umbrella_rot_s_9.jpg']",['cocktail_umbrella_rot_s_9.jpg'],0,2,blue,green,0.2,0
pink,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_2.jpg'],0,3,green,pink,0.2,0
purple,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_4.jpg'],0,0,pink,purple,0.2,0
blue,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_6.jpg'],0,2,blue,blue,0.2,1
green,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_10.jpg'],0,3,green,green,0.2,1
yellow,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_8.jpg'],0,2,blue,yellow,0.2,0
blue,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_1.jpg'],0,2,purple,blue,0.2,0
green,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_3.jpg'],0,2,purple,green,0.2,0
purple,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_7.jpg'],0,1,green,purple,0.2,0
yellow,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_5.jpg'],0,3,yellow,yellow,0.2,1
pink,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_9.jpg'],0,2,purple,pink,0.2,0
purple,"['jug_rot_s_3.jpg', 'jug_rot_s_1.jpg', 'jug_rot_s_5.jpg', 'jug_rot_s_9.jpg']",['jug_rot_s_3.jpg'],0,1,pink,purple,0.25,0
pink,"['jug_rot_s_3.jpg', 'jug_rot_s_1.jpg', 'jug_rot_s_5.jpg', 'jug_rot_s_9.jpg']",['jug_rot_s_1.jpg'],0,3,green,pink,0.25,0
brown,"['briefcase_rot_s_9.jpg', 'briefcase_rot_s_1.jpg', 'briefcase_rot_s_3.jpg', 'briefcase_rot_s_7.jpg', 'briefcase_rot_s_5.jpg']",['briefcase_rot_s_1.jpg'],0,1,brown,brown,0.2,1
pink,"['briefcase_rot_s_9.jpg', 'briefcase_rot_s_1.jpg', 'briefcase_rot_s_3.jpg', 'briefcase_rot_s_7.jpg', 'briefcase_rot_s_5.jpg']",['briefcase_rot_s_3.jpg'],0,3,green,pink,0.2,0
blue,"['briefcase_rot_s_9.jpg', 'briefcase_rot_s_1.jpg', 'briefcase_rot_s_3.jpg', 'briefcase_rot_s_7.jpg', 'briefcase_rot_s_5.jpg']",['briefcase_rot_s_5.jpg'],0,1,brown,blue,0.2,0
purple,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_7.jpg'],0,1,yellow,purple,0.2,0
yellow,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_5.jpg'],0,4,pink,yellow,0.2,0
blue,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_1.jpg'],0,2,blue,blue,0.2,1
green,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_3.jpg'],0,3,green,green,0.2,1
pink,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_9.jpg'],0,3,green,pink,0.2,0
green,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_5.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_7.jpg'],0,2,red,green,0.25,0
purple,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_5.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_5.jpg'],0,2,red,purple,0.25,0
red,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_5.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_3.jpg'],0,1,purple,red,0.25,0
blue,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_5.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_9.jpg'],0,1,purple,blue,0.25,0
purple,"['pitcher_rot_s_6.jpg', 'pitcher_rot_s_10.jpg', 'pitcher_rot_s_2.jpg', 'pitcher_rot_s_8.jpg']",['pitcher_rot_s_6.jpg'],0,0,purple,purple,0.25,1
blue,"['pitcher_rot_s_6.jpg', 'pitcher_rot_s_10.jpg', 'pitcher_rot_s_2.jpg', 'pitcher_rot_s_8.jpg']",['pitcher_rot_s_10.jpg'],0,3,green,blue,0.25,0
brown,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_2.jpg'],0,4,green,brown,0.2,0
blue,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_6.jpg'],0,4,green,blue,0.2,0
pink,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_4.jpg'],0,3,green,pink,0.2,0
green,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_2.jpg'],0,1,pink,green,0.25,0
pink,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_6.jpg'],0,0,green,pink,0.25,0
yellow,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_4.jpg'],0,3,blue,yellow,0.25,0
blue,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_8.jpg'],0,0,green,blue,0.25,0
blue,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_2.jpg'],0,2,green,blue,0.2,0
yellow,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_6.jpg'],0,2,green,yellow,0.2,0
green,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_4.jpg'],0,2,green,green,0.2,1
purple,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_8.jpg'],0,2,green,purple,0.2,0
pink,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_10.jpg'],0,4,pink,pink,0.2,1
blue,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_2.jpg'],0,0,blue,blue,0.2,1
yellow,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_6.jpg'],0,0,blue,yellow,0.2,0
green,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_4.jpg'],0,0,blue,green,0.2,0
purple,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_8.jpg'],0,0,blue,purple,0.2,0
pink,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_10.jpg'],0,0,blue,pink,0.2,0
brown,"['fakeapple_rot_s_9.jpg', 'fakeapple_rot_s_3.jpg', 'fakeapple_rot_s_1.jpg', 'fakeapple_rot_s_5.jpg', 'fakeapple_rot_s_7.jpg']",['fakeapple_rot_s_9.jpg'],0,3,green,brown,0.2,0
green,"['fakeapple_rot_s_9.jpg', 'fakeapple_rot_s_3.jpg', 'fakeapple_rot_s_1.jpg', 'fakeapple_rot_s_5.jpg', 'fakeapple_rot_s_7.jpg']",['fakeapple_rot_s_5.jpg'],0,3,green,green,0.2,1
pink,"['fakeapple_rot_s_9.jpg', 'fakeapple_rot_s_3.jpg', 'fakeapple_rot_s_1.jpg', 'fakeapple_rot_s_5.jpg', 'fakeapple_rot_s_7.jpg']",['fakeapple_rot_s_7.jpg'],0,2,blue,pink,0.2,0
purple,"['box_hat_rot_s_8.jpg', 'box_hat_rot_s_6.jpg', 'box_hat_rot_s_10.jpg', 'box_hat_rot_s_4.jpg', 'box_hat_rot_s_2.jpg']",['box_hat_rot_s_6.jpg'],0,1,purple,purple,0.2,1
blue,"['box_hat_rot_s_8.jpg', 'box_hat_rot_s_6.jpg', 'box_hat_rot_s_10.jpg', 'box_hat_rot_s_4.jpg', 'box_hat_rot_s_2.jpg']",['box_hat_rot_s_10.jpg'],0,1,purple,blue,0.2,0
brown,"['box_hat_rot_s_8.jpg', 'box_hat_rot_s_6.jpg', 'box_hat_rot_s_10.jpg', 'box_hat_rot_s_4.jpg', 'box_hat_rot_s_2.jpg']",['box_hat_rot_s_4.jpg'],0,2,blue,brown,0.2,0
blue,"['box_hat_rot_s_9.jpg', 'box_hat_rot_s_7.jpg', 'box_hat_rot_s_5.jpg', 'box_hat_rot_s_1.jpg', 'box_hat_rot_s_3.jpg']",['box_hat_rot_s_9.jpg'],0,2,purple,blue,0.2,0
purple,"['box_hat_rot_s_9.jpg', 'box_hat_rot_s_7.jpg', 'box_hat_rot_s_5.jpg', 'box_hat_rot_s_1.jpg', 'box_hat_rot_s_3.jpg']",['box_hat_rot_s_5.jpg'],0,2,purple,purple,0.2,1
brown,"['box_hat_rot_s_9.jpg', 'box_hat_rot_s_7.jpg', 'box_hat_rot_s_5.jpg', 'box_hat_rot_s_1.jpg', 'box_hat_rot_s_3.jpg']",['box_hat_rot_s_3.jpg'],0,0,blue,brown,0.2,0
brown,"['fakeapple_rot_s_10.jpg', 'fakeapple_rot_s_2.jpg', 'fakeapple_rot_s_4.jpg', 'fakeapple_rot_s_6.jpg']",['fakeapple_rot_s_10.jpg'],0,0,brown,brown,0.25,1
green,"['fakeapple_rot_s_10.jpg', 'fakeapple_rot_s_2.jpg', 'fakeapple_rot_s_4.jpg', 'fakeapple_rot_s_6.jpg']",['fakeapple_rot_s_6.jpg'],0,0,brown,green,0.25,0
red,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_8.jpg'],0,2,green,red,0.2,0
blue,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_4.jpg'],0,2,green,blue,0.2,0
green,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_6.jpg'],0,2,green,green,0.2,1
purple,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_2.jpg'],0,2,green,purple,0.2,0
yellow,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_10.jpg'],0,2,green,yellow,0.2,0
purple,"['jacket_rot_s_9.jpg', 'jacket_rot_s_5.jpg', 'jacket_rot_s_3.jpg', 'jacket_rot_s_1.jpg']",['jacket_rot_s_3.jpg'],0,3,pink,purple,0.25,0
pink,"['jacket_rot_s_9.jpg', 'jacket_rot_s_5.jpg', 'jacket_rot_s_3.jpg', 'jacket_rot_s_1.jpg']",['jacket_rot_s_1.jpg'],0,2,purple,pink,0.25,0
blue,"['clamp_rot_s_8.jpg', 'clamp_rot_s_4.jpg', 'clamp_rot_s_10.jpg']",['clamp_rot_s_8.jpg'],0,1,green,blue,0.3333333333333333,0
green,"['clamp_rot_s_8.jpg', 'clamp_rot_s_4.jpg', 'clamp_rot_s_10.jpg']",['clamp_rot_s_4.jpg'],0,1,green,green,0.3333333333333333,1
pink,"['clamp_rot_s_8.jpg', 'clamp_rot_s_4.jpg', 'clamp_rot_s_10.jpg']",['clamp_rot_s_10.jpg'],0,1,green,pink,0.3333333333333333,0
pink,"['clamp_rot_s_9.jpg', 'clamp_rot_s_7.jpg', 'clamp_rot_s_3.jpg']",['clamp_rot_s_9.jpg'],0,2,green,pink,0.3333333333333333,0
blue,"['clamp_rot_s_9.jpg', 'clamp_rot_s_7.jpg', 'clamp_rot_s_3.jpg']",['clamp_rot_s_7.jpg'],0,2,green,blue,0.3333333333333333,0
green,"['clamp_rot_s_9.jpg', 'clamp_rot_s_7.jpg', 'clamp_rot_s_3.jpg']",['clamp_rot_s_3.jpg'],0,2,green,green,0.3333333333333333,1
blue,"['umbrella_rot_s_9.jpg', 'umbrella_rot_s_7.jpg', 'umbrella_rot_s_3.jpg', 'umbrella_rot_s_1.jpg']",['umbrella_rot_s_9.jpg'],0,3,green,blue,0.25,0
yellow,"['umbrella_rot_s_9.jpg', 'umbrella_rot_s_7.jpg', 'umbrella_rot_s_3.jpg', 'umbrella_rot_s_1.jpg']",['umbrella_rot_s_3.jpg'],0,0,blue,yellow,0.25,0
yellow,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_9.jpg'],0,4,purple,yellow,0.2,0
green,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_5.jpg'],0,2,red,green,0.2,0
red,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_7.jpg'],0,4,purple,red,0.2,0
blue,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_3.jpg'],0,1,green,blue,0.2,0
purple,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_1.jpg'],0,2,red,purple,0.2,0
red,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_10.jpg'],0,3,blue,red,0.25,0
yellow,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_6.jpg'],0,2,green,yellow,0.25,0
green,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_4.jpg'],0,2,green,green,0.25,1
blue,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_2.jpg'],0,2,green,blue,0.25,0
red,"['usb_key_rot_s_10.jpg', 'usb_key_rot_s_4.jpg', 'usb_key_rot_s_2.jpg']",['usb_key_rot_s_10.jpg'],0,1,blue,red,0.3333333333333333,0
green,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_5.jpg'],0,3,purple,green,0.25,0
pink,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_7.jpg'],0,2,blue,pink,0.25,0
blue,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_3.jpg'],0,0,green,blue,0.25,0
purple,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_1.jpg'],0,3,purple,purple,0.25,1
truck_rot_s_10.jpg,"['blue', 'purple', 'green', 'brown']",['blue'],1,0,blue,blue,0.25,1
takeout_container_rot_s_6.jpg,"['green', 'blue', 'red', 'purple']",['green'],1,1,blue,green,0.25,0
sugar_bowl_rot_s_9.jpg,"['blue', 'brown', 'pink', 'purple']",['blue'],1,0,blue,blue,0.25,1
packingtape_rot_s_8.jpg,"['blue', 'pink', 'yellow', 'red']",['blue'],1,0,blue,blue,0.25,1
pitcher_rot_s_9.jpg,"['blue', 'pink', 'yellow', 'purple']",['blue'],1,0,blue,blue,0.25,1
packingtape_rot_s_7.jpg,"['blue', 'pink', 'yellow', 'red']",['blue'],1,0,blue,blue,0.25,1
extension_cord_s_8.jpg,"['blue', 'yellow', 'green', 'pink']",['blue'],1,0,blue,blue,0.25,1
accordion_rot_s_3.jpg,"['blue', 'purple', 'brown', 'yellow']",['blue'],1,0,blue,blue,0.25,1
measuring_spoons_rot_s_9.jpg,"['blue', 'brown', 'yellow', 'red']",['blue'],1,0,blue,blue,0.25,1
pitcher_rot_s_10.jpg,"['blue', 'green', 'red', 'pink']",['blue'],1,0,blue,blue,0.25,1
umbrella_rot_s_9.jpg,"['blue', 'green', 'red', 'purple']",['blue'],1,0,blue,blue,0.25,1
watch_rot_s_1.jpg,"['blue', 'green', 'purple', 'yellow']",['blue'],1,0,blue,blue,0.25,1
hand_puppet_rot_s_8.jpg,"['blue', 'purple', 'green', 'yellow']",['blue'],1,0,blue,blue,0.25,1
nailpolish_rot_s_5.jpg,"['blue', 'green', 'brown', 'red']",['blue'],1,0,blue,blue,0.25,1
fakeapple_rot_s_1.jpg,"['blue', 'pink', 'red', 'green']",['blue'],1,0,blue,blue,0.25,1
holy_vase_rot_s_4.jpg,"['blue', 'red', 'yellow', 'purple']",['blue'],1,0,blue,blue,0.25,1
box_hat_rot_s_9.jpg,"['blue', 'brown', 'yellow', 'red']",['blue'],1,0,blue,blue,0.25,1
notebook_rot_s_8.jpg,"['blue', 'brown', 'green', 'red']",['blue'],1,0,blue,blue,0.25,1
cocktail_umbrella_rot_s_6.jpg,"['blue', 'green', 'purple', 'brown']",['blue'],1,0,blue,blue,0.25,1
sponge_rot_s_7.jpg,"['blue', 'yellow', 'green', 'brown']",['blue'],1,0,blue,blue,0.25,1
razor_rot_s_5.jpg,"['blue', 'red', 'yellow', 'pink']",['blue'],1,0,blue,blue,0.25,1
kettle_rot_s_9.jpg,"['blue', 'yellow', 'brown', 'green']",['blue'],1,0,blue,blue,0.25,1
gloves_rot_s_2.jpg,"['blue', 'green', 'pink', 'red']",['blue'],1,0,blue,blue,0.25,1
gift_box_rot_s_5.jpg,"['blue', 'pink', 'brown', 'green']",['blue'],1,0,blue,blue,0.25,1
notebook_rot_s_7.jpg,"['blue', 'green', 'pink', 'red']",['blue'],1,0,blue,blue,0.25,1
chair_rot_s_10.jpg,"['blue', 'pink', 'green', 'yellow']",['blue'],1,0,blue,blue,0.25,1
chapstick_rot_s_2.jpg,"['blue', 'green', 'red', 'yellow']",['blue'],1,0,blue,blue,0.25,1
fuel_tank_rot_s_7.jpg,"['blue', 'brown', 'pink', 'yellow']",['blue'],1,0,blue,blue,0.25,1
valve_rot_s_2.jpg,"['blue', 'yellow', 'green', 'pink']",['blue'],1,0,blue,blue,0.25,1
chair_recliner_rot_s_2.jpg,"['blue', 'green', 'pink', 'brown']",['blue'],1,0,blue,blue,0.25,1
truck_rot_s_7.jpg,"['blue', 'red', 'purple', 'pink']",['blue'],1,0,blue,blue,0.25,1
fakeapple_rot_s_3.jpg,"['blue', 'red', 'purple', 'pink']",['blue'],1,0,blue,blue,0.25,1
umbrella_rot_s_10.jpg,"['blue', 'red', 'purple', 'yellow']",['blue'],1,0,blue,blue,0.25,1
sponge_rot_s_8.jpg,"['blue', 'brown', 'yellow', 'pink']",['blue'],1,0,blue,blue,0.25,1
gloves_rot_s_3.jpg,"['blue', 'red', 'yellow', 'brown']",['blue'],1,0,blue,blue,0.25,1
lotion_rot_s_10.jpg,"['blue', 'purple', 'pink', 'red']",['blue'],1,0,blue,blue,0.25,1
cardboard_rot_s_9.jpg,"['blue', 'purple', 'yellow', 'pink']",['blue'],1,0,blue,blue,0.25,1
sugar_bowl_rot_s_10.jpg,"['blue', 'yellow', 'green', 'red']",['blue'],1,0,blue,blue,0.25,1
usb_key_rot_s_2.jpg,"['blue', 'red', 'brown', 'purple']",['blue'],1,0,blue,blue,0.25,1
notecards_rot_s_3.jpg,"['blue', 'pink', 'red', 'green']",['blue'],1,0,blue,blue,0.25,1
scanner_rot_s_5.jpg,"['blue', 'pink', 'yellow', 'red']",['blue'],1,0,blue,blue,0.25,1
sugar_bowl_rot_s_7.jpg,"['blue', 'red', 'brown', 'green']",['blue'],1,0,blue,blue,0.25,1
flask_rot_s_8.jpg,"['blue', 'yellow', 'pink', 'purple']",['blue'],1,0,blue,blue,0.25,1
towel_rot_s_5.jpg,"['blue', 'brown', 'pink', 'purple']",['blue'],1,0,blue,blue,0.25,1
chapstick_rot_s_1.jpg,"['blue', 'red', 'pink', 'green']",['blue'],1,0,blue,blue,0.25,1
cardboard_rot_s_10.jpg,"['blue', 'brown', 'green', 'red']",['blue'],1,0,blue,blue,0.25,1
cocktail_umbrella_rot_s_5.jpg,"['blue', 'red', 'pink', 'yellow']",['blue'],1,0,blue,blue,0.25,1
phone_antique_rot_s_2.jpg,"['blue', 'brown', 'yellow', 'pink']",['blue'],1,0,blue,blue,0.25,1
tool_box_rot_s_3.jpg,"['blue', 'yellow', 'pink', 'green']",['blue'],1,0,blue,blue,0.25,1
tennis_racket_rot_s_6.jpg,"['blue', 'red', 'brown', 'purple']",['blue'],1,0,blue,blue,0.25,1
tool_box_rot_s_4.jpg,"['blue', 'purple', 'brown', 'yellow']",['blue'],1,0,blue,blue,0.25,1
briefcase_rot_s_5.jpg,"['blue', 'pink', 'red', 'green']",['blue'],1,0,blue,blue,0.25,1
sugar_bowl_rot_s_8.jpg,"['blue', 'brown', 'purple', 'red']",['blue'],1,0,blue,blue,0.25,1
truck_rot_s_9.jpg,"['blue', 'green', 'yellow', 'pink']",['blue'],1,0,blue,blue,0.25,1
fuel_tank_rot_s_8.jpg,"['blue', 'yellow', 'brown', 'pink']",['blue'],1,0,blue,blue,0.25,1
razor_rot_s_6.jpg,"['blue', 'pink', 'green', 'purple']",['blue'],1,0,blue,blue,0.25,1
nailpolish_rot_s_6.jpg,"['blue', 'red', 'pink', 'brown']",['blue'],1,0,blue,blue,0.25,1
watch_rot_s_2.jpg,"['blue', 'yellow', 'purple', 'green']",['blue'],1,0,blue,blue,0.25,1
clamp_rot_s_7.jpg,"['blue', 'pink', 'yellow', 'purple']",['blue'],1,0,blue,blue,0.25,1
flask_rot_s_7.jpg,"['blue', 'red', 'green', 'yellow']",['blue'],1,0,blue,blue,0.25,1
fakeapple_rot_s_4.jpg,"['blue', 'brown', 'pink', 'red']",['blue'],1,0,blue,blue,0.25,1
phone_antique_rot_s_1.jpg,"['blue', 'purple', 'pink', 'green']",['blue'],1,0,blue,blue,0.25,1
