question,choices,correct,type
blue,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_6.jpg'],0
pink,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_4.jpg'],0
green,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_2.jpg'],0
pink,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_6.jpg'],0
yellow,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_4.jpg'],0
blue,"['packingtape_rot_s_2.jpg', 'packingtape_rot_s_6.jpg', 'packingtape_rot_s_4.jpg', 'packingtape_rot_s_8.jpg']",['packingtape_rot_s_8.jpg'],0
blue,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_2.jpg'],0
yellow,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_6.jpg'],0
green,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_4.jpg'],0
purple,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_8.jpg'],0
pink,"['chair_recliner_rot_s_2.jpg', 'chair_recliner_rot_s_6.jpg', 'chair_recliner_rot_s_4.jpg', 'chair_recliner_rot_s_8.jpg', 'chair_recliner_rot_s_10.jpg']",['chair_recliner_rot_s_10.jpg'],0
blue,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_2.jpg'],0
yellow,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_6.jpg'],0
green,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_4.jpg'],0
purple,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_8.jpg'],0
pink,"['phone_antique_rot_s_2.jpg', 'phone_antique_rot_s_6.jpg', 'phone_antique_rot_s_4.jpg', 'phone_antique_rot_s_8.jpg', 'phone_antique_rot_s_10.jpg']",['phone_antique_rot_s_10.jpg'],0
brown,"['fakeapple_rot_s_9.jpg', 'fakeapple_rot_s_3.jpg', 'fakeapple_rot_s_1.jpg', 'fakeapple_rot_s_5.jpg', 'fakeapple_rot_s_7.jpg']",['fakeapple_rot_s_9.jpg'],0
green,"['fakeapple_rot_s_9.jpg', 'fakeapple_rot_s_3.jpg', 'fakeapple_rot_s_1.jpg', 'fakeapple_rot_s_5.jpg', 'fakeapple_rot_s_7.jpg']",['fakeapple_rot_s_5.jpg'],0
pink,"['fakeapple_rot_s_9.jpg', 'fakeapple_rot_s_3.jpg', 'fakeapple_rot_s_1.jpg', 'fakeapple_rot_s_5.jpg', 'fakeapple_rot_s_7.jpg']",['fakeapple_rot_s_7.jpg'],0
purple,"['box_hat_rot_s_8.jpg', 'box_hat_rot_s_6.jpg', 'box_hat_rot_s_10.jpg', 'box_hat_rot_s_4.jpg', 'box_hat_rot_s_2.jpg']",['box_hat_rot_s_6.jpg'],0
blue,"['box_hat_rot_s_8.jpg', 'box_hat_rot_s_6.jpg', 'box_hat_rot_s_10.jpg', 'box_hat_rot_s_4.jpg', 'box_hat_rot_s_2.jpg']",['box_hat_rot_s_10.jpg'],0
brown,"['box_hat_rot_s_8.jpg', 'box_hat_rot_s_6.jpg', 'box_hat_rot_s_10.jpg', 'box_hat_rot_s_4.jpg', 'box_hat_rot_s_2.jpg']",['box_hat_rot_s_4.jpg'],0
blue,"['box_hat_rot_s_9.jpg', 'box_hat_rot_s_7.jpg', 'box_hat_rot_s_5.jpg', 'box_hat_rot_s_1.jpg', 'box_hat_rot_s_3.jpg']",['box_hat_rot_s_9.jpg'],0
purple,"['box_hat_rot_s_9.jpg', 'box_hat_rot_s_7.jpg', 'box_hat_rot_s_5.jpg', 'box_hat_rot_s_1.jpg', 'box_hat_rot_s_3.jpg']",['box_hat_rot_s_5.jpg'],0
brown,"['box_hat_rot_s_9.jpg', 'box_hat_rot_s_7.jpg', 'box_hat_rot_s_5.jpg', 'box_hat_rot_s_1.jpg', 'box_hat_rot_s_3.jpg']",['box_hat_rot_s_3.jpg'],0
brown,"['fakeapple_rot_s_10.jpg', 'fakeapple_rot_s_2.jpg', 'fakeapple_rot_s_4.jpg', 'fakeapple_rot_s_6.jpg']",['fakeapple_rot_s_10.jpg'],0
green,"['fakeapple_rot_s_10.jpg', 'fakeapple_rot_s_2.jpg', 'fakeapple_rot_s_4.jpg', 'fakeapple_rot_s_6.jpg']",['fakeapple_rot_s_6.jpg'],0
red,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_8.jpg'],0
blue,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_4.jpg'],0
green,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_6.jpg'],0
purple,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_2.jpg'],0
yellow,"['holy_vase_rot_s_8.jpg', 'holy_vase_rot_s_4.jpg', 'holy_vase_rot_s_6.jpg', 'holy_vase_rot_s_2.jpg', 'holy_vase_rot_s_10.jpg']",['holy_vase_rot_s_10.jpg'],0
purple,"['jacket_rot_s_9.jpg', 'jacket_rot_s_5.jpg', 'jacket_rot_s_3.jpg', 'jacket_rot_s_1.jpg']",['jacket_rot_s_3.jpg'],0
pink,"['jacket_rot_s_9.jpg', 'jacket_rot_s_5.jpg', 'jacket_rot_s_3.jpg', 'jacket_rot_s_1.jpg']",['jacket_rot_s_1.jpg'],0
blue,"['clamp_rot_s_8.jpg', 'clamp_rot_s_4.jpg', 'clamp_rot_s_10.jpg']",['clamp_rot_s_8.jpg'],0
green,"['clamp_rot_s_8.jpg', 'clamp_rot_s_4.jpg', 'clamp_rot_s_10.jpg']",['clamp_rot_s_4.jpg'],0
pink,"['clamp_rot_s_8.jpg', 'clamp_rot_s_4.jpg', 'clamp_rot_s_10.jpg']",['clamp_rot_s_10.jpg'],0
pink,"['clamp_rot_s_9.jpg', 'clamp_rot_s_7.jpg', 'clamp_rot_s_3.jpg']",['clamp_rot_s_9.jpg'],0
blue,"['clamp_rot_s_9.jpg', 'clamp_rot_s_7.jpg', 'clamp_rot_s_3.jpg']",['clamp_rot_s_7.jpg'],0
green,"['clamp_rot_s_9.jpg', 'clamp_rot_s_7.jpg', 'clamp_rot_s_3.jpg']",['clamp_rot_s_3.jpg'],0
blue,"['umbrella_rot_s_9.jpg', 'umbrella_rot_s_7.jpg', 'umbrella_rot_s_3.jpg', 'umbrella_rot_s_1.jpg']",['umbrella_rot_s_9.jpg'],0
yellow,"['umbrella_rot_s_9.jpg', 'umbrella_rot_s_7.jpg', 'umbrella_rot_s_3.jpg', 'umbrella_rot_s_1.jpg']",['umbrella_rot_s_3.jpg'],0
yellow,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_9.jpg'],0
green,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_5.jpg'],0
red,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_7.jpg'],0
blue,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_3.jpg'],0
purple,"['holy_vase_rot_s_9.jpg', 'holy_vase_rot_s_5.jpg', 'holy_vase_rot_s_7.jpg', 'holy_vase_rot_s_3.jpg', 'holy_vase_rot_s_1.jpg']",['holy_vase_rot_s_1.jpg'],0
red,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_10.jpg'],0
yellow,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_6.jpg'],0
green,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_4.jpg'],0
blue,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_2.jpg'],0
red,"['usb_key_rot_s_10.jpg', 'usb_key_rot_s_4.jpg', 'usb_key_rot_s_2.jpg']",['usb_key_rot_s_10.jpg'],0
green,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_5.jpg'],0
pink,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_7.jpg'],0
blue,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_3.jpg'],0
purple,"['accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_1.jpg'],0
truck_rot_s_10.jpg,"['blue', 'purple', 'green', 'brown']",['blue'],1
takeout_container_rot_s_6.jpg,"['green', 'blue', 'red', 'purple']",['green'],1
sugar_bowl_rot_s_9.jpg,"['blue', 'brown', 'pink', 'purple']",['blue'],1
packingtape_rot_s_8.jpg,"['blue', 'pink', 'yellow', 'red']",['blue'],1
pitcher_rot_s_9.jpg,"['blue', 'pink', 'yellow', 'purple']",['blue'],1
packingtape_rot_s_7.jpg,"['blue', 'pink', 'yellow', 'red']",['blue'],1
extension_cord_s_8.jpg,"['blue', 'yellow', 'green', 'pink']",['blue'],1
accordion_rot_s_3.jpg,"['blue', 'purple', 'brown', 'yellow']",['blue'],1
measuring_spoons_rot_s_9.jpg,"['blue', 'brown', 'yellow', 'red']",['blue'],1
pitcher_rot_s_10.jpg,"['blue', 'green', 'red', 'pink']",['blue'],1
umbrella_rot_s_9.jpg,"['blue', 'green', 'red', 'purple']",['blue'],1
watch_rot_s_1.jpg,"['blue', 'green', 'purple', 'yellow']",['blue'],1
hand_puppet_rot_s_8.jpg,"['blue', 'purple', 'green', 'yellow']",['blue'],1
nailpolish_rot_s_5.jpg,"['blue', 'green', 'brown', 'red']",['blue'],1
fakeapple_rot_s_1.jpg,"['blue', 'pink', 'red', 'green']",['blue'],1
holy_vase_rot_s_4.jpg,"['blue', 'red', 'yellow', 'purple']",['blue'],1
box_hat_rot_s_9.jpg,"['blue', 'brown', 'yellow', 'red']",['blue'],1
notebook_rot_s_8.jpg,"['blue', 'brown', 'green', 'red']",['blue'],1
cocktail_umbrella_rot_s_6.jpg,"['blue', 'green', 'purple', 'brown']",['blue'],1
sponge_rot_s_7.jpg,"['blue', 'yellow', 'green', 'brown']",['blue'],1
razor_rot_s_5.jpg,"['blue', 'red', 'yellow', 'pink']",['blue'],1
kettle_rot_s_9.jpg,"['blue', 'yellow', 'brown', 'green']",['blue'],1
gloves_rot_s_2.jpg,"['blue', 'green', 'pink', 'red']",['blue'],1
gift_box_rot_s_5.jpg,"['blue', 'pink', 'brown', 'green']",['blue'],1
notebook_rot_s_7.jpg,"['blue', 'green', 'pink', 'red']",['blue'],1
chair_rot_s_10.jpg,"['blue', 'pink', 'green', 'yellow']",['blue'],1
chapstick_rot_s_2.jpg,"['blue', 'green', 'red', 'yellow']",['blue'],1
fuel_tank_rot_s_7.jpg,"['blue', 'brown', 'pink', 'yellow']",['blue'],1
valve_rot_s_2.jpg,"['blue', 'yellow', 'green', 'pink']",['blue'],1
chair_recliner_rot_s_2.jpg,"['blue', 'green', 'pink', 'brown']",['blue'],1
truck_rot_s_7.jpg,"['blue', 'red', 'purple', 'pink']",['blue'],1
fakeapple_rot_s_3.jpg,"['blue', 'red', 'purple', 'pink']",['blue'],1
umbrella_rot_s_10.jpg,"['blue', 'red', 'purple', 'yellow']",['blue'],1
sponge_rot_s_8.jpg,"['blue', 'brown', 'yellow', 'pink']",['blue'],1
gloves_rot_s_3.jpg,"['blue', 'red', 'yellow', 'brown']",['blue'],1
lotion_rot_s_10.jpg,"['blue', 'purple', 'pink', 'red']",['blue'],1
cardboard_rot_s_9.jpg,"['blue', 'purple', 'yellow', 'pink']",['blue'],1
sugar_bowl_rot_s_10.jpg,"['blue', 'yellow', 'green', 'red']",['blue'],1
usb_key_rot_s_2.jpg,"['blue', 'red', 'brown', 'purple']",['blue'],1
notecards_rot_s_3.jpg,"['blue', 'pink', 'red', 'green']",['blue'],1
scanner_rot_s_5.jpg,"['blue', 'pink', 'yellow', 'red']",['blue'],1
sugar_bowl_rot_s_7.jpg,"['blue', 'red', 'brown', 'green']",['blue'],1
flask_rot_s_8.jpg,"['blue', 'yellow', 'pink', 'purple']",['blue'],1
towel_rot_s_5.jpg,"['blue', 'brown', 'pink', 'purple']",['blue'],1
chapstick_rot_s_1.jpg,"['blue', 'red', 'pink', 'green']",['blue'],1
cardboard_rot_s_10.jpg,"['blue', 'brown', 'green', 'red']",['blue'],1
cocktail_umbrella_rot_s_5.jpg,"['blue', 'red', 'pink', 'yellow']",['blue'],1
phone_antique_rot_s_2.jpg,"['blue', 'brown', 'yellow', 'pink']",['blue'],1
tool_box_rot_s_3.jpg,"['blue', 'yellow', 'pink', 'green']",['blue'],1
tennis_racket_rot_s_6.jpg,"['blue', 'red', 'brown', 'purple']",['blue'],1
tool_box_rot_s_4.jpg,"['blue', 'purple', 'brown', 'yellow']",['blue'],1
briefcase_rot_s_5.jpg,"['blue', 'pink', 'red', 'green']",['blue'],1
sugar_bowl_rot_s_8.jpg,"['blue', 'brown', 'purple', 'red']",['blue'],1
truck_rot_s_9.jpg,"['blue', 'green', 'yellow', 'pink']",['blue'],1
fuel_tank_rot_s_8.jpg,"['blue', 'yellow', 'brown', 'pink']",['blue'],1
razor_rot_s_6.jpg,"['blue', 'pink', 'green', 'purple']",['blue'],1
nailpolish_rot_s_6.jpg,"['blue', 'red', 'pink', 'brown']",['blue'],1
watch_rot_s_2.jpg,"['blue', 'yellow', 'purple', 'green']",['blue'],1
clamp_rot_s_7.jpg,"['blue', 'pink', 'yellow', 'purple']",['blue'],1
flask_rot_s_7.jpg,"['blue', 'red', 'green', 'yellow']",['blue'],1
fakeapple_rot_s_4.jpg,"['blue', 'brown', 'pink', 'red']",['blue'],1
phone_antique_rot_s_1.jpg,"['blue', 'purple', 'pink', 'green']",['blue'],1
truck_rot_s_8.jpg,"['blue', 'red', 'brown', 'green']",['blue'],1
gloves_rot_s_1.jpg,"['blue', 'green', 'yellow', 'red']",['blue'],1
valve_rot_s_3.jpg,"['blue', 'pink', 'red', 'brown']",['blue'],1
tissues_rot_s_3.jpg,"['blue', 'green', 'yellow', 'brown']",['blue'],1
clamp_rot_s_8.jpg,"['blue', 'pink', 'purple', 'yellow']",['blue'],1
towel_rot_s_6.jpg,"['blue', 'purple', 'yellow', 'pink']",['blue'],1
container_open_rot_s_5.jpg,"['blue', 'green', 'pink', 'red']",['blue'],1
controlbox_rot_s_10.jpg,"['blue', 'brown', 'green', 'purple']",['blue'],1
chair_recliner_rot_s_1.jpg,"['blue', 'purple', 'red', 'pink']",['blue'],1
gloves_rot_s_4.jpg,"['blue', 'brown', 'yellow', 'red']",['blue'],1
kettle_rot_s_10.jpg,"['blue', 'yellow', 'red', 'green']",['blue'],1
usb_key_rot_s_3.jpg,"['blue', 'green', 'brown', 'pink']",['blue'],1
container_open_rot_s_6.jpg,"['blue', 'green', 'brown', 'yellow']",['blue'],1
valve_rot_s_4.jpg,"['blue', 'brown', 'pink', 'red']",['blue'],1
handbag_rot_s_5.jpg,"['blue', 'red', 'pink', 'brown']",['blue'],1
usb_key_rot_s_1.jpg,"['blue', 'purple', 'red', 'brown']",['blue'],1
controlbox_rot_s_9.jpg,"['blue', 'red', 'brown', 'yellow']",['blue'],1
holy_vase_rot_s_3.jpg,"['blue', 'red', 'brown', 'yellow']",['blue'],1
handbag_rot_s_6.jpg,"['blue', 'green', 'red', 'purple']",['blue'],1
pail_rot_s_10.jpg,"['blue', 'brown', 'red', 'green']",['blue'],1
valve_rot_s_1.jpg,"['blue', 'purple', 'yellow', 'green']",['blue'],1
briefcase_rot_s_6.jpg,"['blue', 'yellow', 'pink', 'green']",['blue'],1
measuring_spoons_rot_s_10.jpg,"['blue', 'red', 'pink', 'yellow']",['blue'],1
lotion_rot_s_9.jpg,"['blue', 'brown', 'green', 'red']",['blue'],1
tennis_racket_rot_s_5.jpg,"['blue', 'pink', 'purple', 'yellow']",['blue'],1
usb_key_rot_s_4.jpg,"['blue', 'purple', 'brown', 'yellow']",['blue'],1
gift_box_rot_s_6.jpg,"['blue', 'pink', 'yellow', 'purple']",['blue'],1
pail_rot_s_9.jpg,"['blue', 'pink', 'yellow', 'green']",['blue'],1
hand_puppet_rot_s_7.jpg,"['blue', 'green', 'yellow', 'brown']",['blue'],1
scanner_rot_s_6.jpg,"['blue', 'yellow', 'brown', 'green']",['blue'],1
box_hat_rot_s_10.jpg,"['blue', 'yellow', 'red', 'pink']",['blue'],1
tissues_rot_s_4.jpg,"['blue', 'yellow', 'pink', 'green']",['blue'],1
fakeapple_rot_s_2.jpg,"['blue', 'red', 'pink', 'brown']",['blue'],1
takeout_container_rot_s_5.jpg,"['green', 'brown', 'blue', 'purple']",['green'],1
notecards_rot_s_4.jpg,"['blue', 'green', 'yellow', 'brown']",['blue'],1
notebook_rot_s_5.jpg,"['red', 'brown', 'green', 'purple']",['red'],1
sponge_rot_s_5.jpg,"['red', 'brown', 'pink', 'green']",['red'],1
chair_rot_s_4.jpg,"['red', 'green', 'blue', 'purple']",['red'],1
lotion_rot_s_4.jpg,"['red', 'yellow', 'pink', 'blue']",['red'],1
scanner_rot_s_2.jpg,"['red', 'yellow', 'pink', 'purple']",['red'],1
fuel_tank_rot_s_5.jpg,"['red', 'green', 'brown', 'blue']",['red'],1
razor_rot_s_1.jpg,"['red', 'blue', 'pink', 'green']",['red'],1
extension_cord_rot_s_7.jpg,"['red', 'brown', 'green', 'purple']",['red'],1
holy_vase_rot_s_7.jpg,"['red', 'yellow', 'pink', 'green']",['red'],1
measuring_spoons_rot_s_4.jpg,"['red', 'green', 'pink', 'yellow']",['red'],1
tool_box_rot_s_7.jpg,"['red', 'green', 'brown', 'blue']",['red'],1
chapstick_rot_s_10.jpg,"['pink', 'green', 'purple', 'red']",['pink'],1
razor_rot_s_2.jpg,"['red', 'brown', 'yellow', 'blue']",['red'],1
kettle_rot_s_4.jpg,"['red', 'yellow', 'purple', 'blue']",['red'],1
tool_box_rot_s_8.jpg,"['red', 'brown', 'green', 'blue']",['red'],1
usb_key_rot_s_10.jpg,"['red', 'purple', 'brown', 'blue']",['red'],1
accordion_rot_s_8.jpg,"['red', 'yellow', 'pink', 'green']",['red'],1
sponge_rot_s_6.jpg,"['red', 'pink', 'yellow', 'blue']",['red'],1
tennis_racket_rot_s_3.jpg,"['pink', 'green', 'yellow', 'brown']",['pink'],1
holy_vase_rot_s_8.jpg,"['red', 'green', 'yellow', 'blue']",['red'],1
notebook_rot_s_6.jpg,"['red', 'blue', 'pink', 'green']",['red'],1
measuring_spoons_rot_s_3.jpg,"['red', 'yellow', 'purple', 'blue']",['red'],1
kettle_rot_s_3.jpg,"['red', 'yellow', 'blue', 'purple']",['red'],1
scanner_rot_s_1.jpg,"['red', 'brown', 'yellow', 'green']",['red'],1
notecards_rot_s_8.jpg,"['red', 'brown', 'yellow', 'pink']",['red'],1
watch_rot_s_9.jpg,"['red', 'green', 'yellow', 'pink']",['red'],1
fuel_tank_rot_s_6.jpg,"['red', 'green', 'yellow', 'blue']",['red'],1
lotion_rot_s_3.jpg,"['red', 'brown', 'green', 'yellow']",['red'],1
usb_key_rot_s_9.jpg,"['red', 'brown', 'pink', 'yellow']",['red'],1
watch_rot_s_10.jpg,"['red', 'brown', 'blue', 'purple']",['red'],1
gift_box_rot_s_2.jpg,"['brown', 'green', 'blue', 'red']",['brown'],1
tennis_racket_rot_s_4.jpg,"['pink', 'brown', 'purple', 'blue']",['pink'],1
chapstick_rot_s_9.jpg,"['pink', 'yellow', 'green', 'blue']",['pink'],1
handbag_rot_s_1.jpg,"['red', 'blue', 'brown', 'yellow']",['red'],1
gloves_rot_s_10.jpg,"['brown', 'purple', 'yellow', 'blue']",['brown'],1
container_open_rot_s_2.jpg,"['pink', 'blue', 'red', 'purple']",['pink'],1
phone_antique_rot_s_9.jpg,"['pink', 'blue', 'red', 'brown']",['pink'],1
handbag_rot_s_2.jpg,"['red', 'brown', 'pink', 'blue']",['red'],1
phone_antique_rot_s_10.jpg,"['pink', 'red', 'brown', 'yellow']",['pink'],1
gift_box_rot_s_1.jpg,"['brown', 'green', 'pink', 'yellow']",['brown'],1
phone_antique_rot_s_5.jpg,"['yellow', 'brown', 'purple', 'green']",['yellow'],1
nailpolish_rot_s_8.jpg,"['yellow', 'purple', 'pink', 'red']",['yellow'],1
packingtape_rot_s_3.jpg,"['yellow', 'red', 'green', 'blue']",['yellow'],1
tool_box_rot_s_10.jpg,"['yellow', 'blue', 'red', 'pink']",['yellow'],1
watch_rot_s_6.jpg,"['yellow', 'purple', 'blue', 'green']",['yellow'],1
umbrella_rot_s_2.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1
notecards_rot_s_10.jpg,"['yellow', 'red', 'blue', 'brown']",['yellow'],1
holy_vase_rot_s_10.jpg,"['yellow', 'red', 'purple', 'green']",['yellow'],1
truck_rot_s_4.jpg,"['yellow', 'purple', 'pink', 'blue']",['yellow'],1
theater_seats_rot_s_9.jpg,"['yellow', 'green', 'purple', 'red']",['yellow'],1
cardboard_rot_s_2.jpg,"['yellow', 'pink', 'red', 'purple']",['yellow'],1
holy_vase_rot_s_9.jpg,"['yellow', 'brown', 'purple', 'green']",['yellow'],1
container_open_rot_s_8.jpg,"['yellow', 'brown', 'green', 'red']",['yellow'],1
takeout_container_rot_s_7.jpg,"['yellow', 'red', 'blue', 'pink']",['yellow'],1
umbrella_rot_s_4.jpg,"['yellow', 'purple', 'pink', 'green']",['yellow'],1
kettle_rot_s_1.jpg,"['yellow', 'purple', 'brown', 'pink']",['yellow'],1
watch_rot_s_5.jpg,"['yellow', 'brown', 'blue', 'red']",['yellow'],1
chair_rot_s_2.jpg,"['yellow', 'blue', 'purple', 'brown']",['yellow'],1
scanner_rot_s_8.jpg,"['yellow', 'green', 'red', 'blue']",['yellow'],1
chapstick_rot_s_6.jpg,"['yellow', 'green', 'brown', 'red']",['yellow'],1
hand_puppet_rot_s_4.jpg,"['yellow', 'blue', 'green', 'brown']",['yellow'],1
packingtape_rot_s_4.jpg,"['yellow', 'purple', 'green', 'brown']",['yellow'],1
phone_antique_rot_s_6.jpg,"['yellow', 'blue', 'brown', 'green']",['yellow'],1
hand_puppet_rot_s_3.jpg,"['yellow', 'blue', 'brown', 'red']",['yellow'],1
truck_rot_s_3.jpg,"['yellow', 'red', 'blue', 'purple']",['yellow'],1
theater_seats_rot_s_10.jpg,"['yellow', 'brown', 'red', 'blue']",['yellow'],1
fuel_tank_rot_s_4.jpg,"['green', 'yellow', 'red', 'pink']",['green'],1
notecards_rot_s_9.jpg,"['yellow', 'purple', 'green', 'pink']",['yellow'],1
lotion_rot_s_1.jpg,"['yellow', 'red', 'purple', 'brown']",['yellow'],1
cardboard_rot_s_1.jpg,"['yellow', 'brown', 'red', 'purple']",['yellow'],1
lotion_rot_s_2.jpg,"['yellow', 'blue', 'green', 'red']",['yellow'],1
cocktail_umbrella_rot_s_7.jpg,"['yellow', 'purple', 'brown', 'pink']",['yellow'],1
chapstick_rot_s_5.jpg,"['yellow', 'red', 'pink', 'brown']",['yellow'],1
pail_rot_s_1.jpg,"['yellow', 'purple', 'blue', 'red']",['yellow'],1
scanner_rot_s_7.jpg,"['yellow', 'pink', 'green', 'blue']",['yellow'],1
accordion_rot_s_10.jpg,"['yellow', 'green', 'red', 'purple']",['yellow'],1
chair_recliner_rot_s_6.jpg,"['yellow', 'brown', 'red', 'pink']",['yellow'],1
kettle_rot_s_2.jpg,"['yellow', 'blue', 'red', 'purple']",['yellow'],1
handbag_rot_s_7.jpg,"['yellow', 'pink', 'purple', 'red']",['yellow'],1
fuel_tank_rot_s_3.jpg,"['green', 'blue', 'purple', 'pink']",['green'],1
nailpolish_rot_s_7.jpg,"['yellow', 'red', 'blue', 'green']",['yellow'],1
handbag_rot_s_8.jpg,"['yellow', 'purple', 'red', 'blue']",['yellow'],1
chair_recliner_rot_s_5.jpg,"['yellow', 'red', 'blue', 'purple']",['yellow'],1
extension_cord_rot_s_9.jpg,"['green', 'pink', 'yellow', 'purple']",['green'],1
tool_box_rot_s_9.jpg,"['yellow', 'blue', 'green', 'pink']",['yellow'],1
container_open_rot_s_7.jpg,"['yellow', 'pink', 'blue', 'red']",['yellow'],1
umbrella_rot_s_3.jpg,"['yellow', 'blue', 'brown', 'pink']",['yellow'],1
jacket_rot_s_9.jpg,"['green', 'blue', 'red', 'pink']",['green'],1
