question,choices,correct,type,accuracy
green,"['jacket_rot_s_10.jpg', 'jacket_rot_s_8.jpg', 'jacket_rot_s_4.jpg', 'jacket_rot_s_6.jpg', 'jacket_rot_s_2.jpg']","['jacket_rot_s_10.jpg', 'jacket_rot_s_6.jpg']",0,0
orange,"['jacket_rot_s_10.jpg', 'jacket_rot_s_8.jpg', 'jacket_rot_s_4.jpg', 'jacket_rot_s_6.jpg', 'jacket_rot_s_2.jpg']",['jacket_rot_s_8.jpg'],0,0
purple,"['jacket_rot_s_10.jpg', 'jacket_rot_s_8.jpg', 'jacket_rot_s_4.jpg', 'jacket_rot_s_6.jpg', 'jacket_rot_s_2.jpg']",['jacket_rot_s_4.jpg'],0,0
pink,"['jacket_rot_s_10.jpg', 'jacket_rot_s_8.jpg', 'jacket_rot_s_4.jpg', 'jacket_rot_s_6.jpg', 'jacket_rot_s_2.jpg']",['jacket_rot_s_2.jpg'],0,0
green,"['scanner_rot_s_9.jpg', 'scanner_rot_s_5.jpg', 'scanner_rot_s_7.jpg', 'scanner_rot_s_1.jpg']",['scanner_rot_s_9.jpg'],0,0
blue,"['scanner_rot_s_9.jpg', 'scanner_rot_s_5.jpg', 'scanner_rot_s_7.jpg', 'scanner_rot_s_1.jpg']",['scanner_rot_s_5.jpg'],0,1
yellow,"['scanner_rot_s_9.jpg', 'scanner_rot_s_5.jpg', 'scanner_rot_s_7.jpg', 'scanner_rot_s_1.jpg']",['scanner_rot_s_7.jpg'],0,0
red,"['scanner_rot_s_9.jpg', 'scanner_rot_s_5.jpg', 'scanner_rot_s_7.jpg', 'scanner_rot_s_1.jpg']",['scanner_rot_s_1.jpg'],0,0
blue,"['flask_rot_s_8.jpg', 'flask_rot_s_4.jpg', 'flask_rot_s_10.jpg', 'flask_rot_s_2.jpg']",['flask_rot_s_8.jpg'],0,1
green,"['flask_rot_s_8.jpg', 'flask_rot_s_4.jpg', 'flask_rot_s_10.jpg', 'flask_rot_s_2.jpg']","['flask_rot_s_4.jpg', 'flask_rot_s_2.jpg']",0,0
purple,"['flask_rot_s_8.jpg', 'flask_rot_s_4.jpg', 'flask_rot_s_10.jpg', 'flask_rot_s_2.jpg']",['flask_rot_s_10.jpg'],0,0
red,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_9.jpg'],0,0
brown,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_9.jpg'],0,0
green,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_5.jpg'],0,1
pink,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_7.jpg'],0,0
blue,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_3.jpg'],0,1
purple,"['accordion_rot_s_9.jpg', 'accordion_rot_s_5.jpg', 'accordion_rot_s_7.jpg', 'accordion_rot_s_3.jpg', 'accordion_rot_s_1.jpg']",['accordion_rot_s_1.jpg'],0,1
blue,"['umbrella_rot_s_10.jpg', 'umbrella_rot_s_8.jpg', 'umbrella_rot_s_4.jpg', 'umbrella_rot_s_2.jpg']",['umbrella_rot_s_10.jpg'],0,0
green,"['umbrella_rot_s_10.jpg', 'umbrella_rot_s_8.jpg', 'umbrella_rot_s_4.jpg', 'umbrella_rot_s_2.jpg']","['umbrella_rot_s_8.jpg', 'umbrella_rot_s_2.jpg']",0,0
yellow,"['umbrella_rot_s_10.jpg', 'umbrella_rot_s_8.jpg', 'umbrella_rot_s_4.jpg', 'umbrella_rot_s_2.jpg']","['umbrella_rot_s_4.jpg', 'umbrella_rot_s_2.jpg']",0,1
orange,"['umbrella_rot_s_10.jpg', 'umbrella_rot_s_8.jpg', 'umbrella_rot_s_4.jpg', 'umbrella_rot_s_2.jpg']",['umbrella_rot_s_4.jpg'],0,0
green,"['towel_rot_s_8.jpg', 'towel_rot_s_10.jpg', 'towel_rot_s_6.jpg']","['towel_rot_s_8.jpg', 'towel_rot_s_10.jpg']",0,1
blue,"['towel_rot_s_8.jpg', 'towel_rot_s_10.jpg', 'towel_rot_s_6.jpg']",['towel_rot_s_6.jpg'],0,0
purple,"['pitcher_rot_s_5.jpg', 'pitcher_rot_s_7.jpg', 'pitcher_rot_s_1.jpg', 'pitcher_rot_s_9.jpg']",['pitcher_rot_s_5.jpg'],0,0
green,"['pitcher_rot_s_5.jpg', 'pitcher_rot_s_7.jpg', 'pitcher_rot_s_1.jpg', 'pitcher_rot_s_9.jpg']","['pitcher_rot_s_7.jpg', 'pitcher_rot_s_1.jpg']",0,1
blue,"['pitcher_rot_s_5.jpg', 'pitcher_rot_s_7.jpg', 'pitcher_rot_s_1.jpg', 'pitcher_rot_s_9.jpg']",['pitcher_rot_s_9.jpg'],0,0
yellow,"['nailpolish_rot_s_7.jpg', 'nailpolish_rot_s_5.jpg', 'nailpolish_rot_s_1.jpg', 'nailpolish_rot_s_3.jpg', 'nailpolish_rot_s_9.jpg']",['nailpolish_rot_s_7.jpg'],0,0
blue,"['nailpolish_rot_s_7.jpg', 'nailpolish_rot_s_5.jpg', 'nailpolish_rot_s_1.jpg', 'nailpolish_rot_s_3.jpg', 'nailpolish_rot_s_9.jpg']",['nailpolish_rot_s_5.jpg'],0,0
pink,"['nailpolish_rot_s_7.jpg', 'nailpolish_rot_s_5.jpg', 'nailpolish_rot_s_1.jpg', 'nailpolish_rot_s_3.jpg', 'nailpolish_rot_s_9.jpg']",['nailpolish_rot_s_1.jpg'],0,1
purple,"['nailpolish_rot_s_7.jpg', 'nailpolish_rot_s_5.jpg', 'nailpolish_rot_s_1.jpg', 'nailpolish_rot_s_3.jpg', 'nailpolish_rot_s_9.jpg']",['nailpolish_rot_s_3.jpg'],0,0
green,"['nailpolish_rot_s_7.jpg', 'nailpolish_rot_s_5.jpg', 'nailpolish_rot_s_1.jpg', 'nailpolish_rot_s_3.jpg', 'nailpolish_rot_s_9.jpg']",['nailpolish_rot_s_9.jpg'],0,0
blue,"['tool_box_rot_s_3.jpg', 'tool_box_rot_s_1.jpg', 'tool_box_rot_s_5.jpg', 'tool_box_rot_s_7.jpg', 'tool_box_rot_s_9.jpg']",['tool_box_rot_s_3.jpg'],0,1
purple,"['tool_box_rot_s_3.jpg', 'tool_box_rot_s_1.jpg', 'tool_box_rot_s_5.jpg', 'tool_box_rot_s_7.jpg', 'tool_box_rot_s_9.jpg']",['tool_box_rot_s_1.jpg'],0,0
green,"['tool_box_rot_s_3.jpg', 'tool_box_rot_s_1.jpg', 'tool_box_rot_s_5.jpg', 'tool_box_rot_s_7.jpg', 'tool_box_rot_s_9.jpg']",['tool_box_rot_s_5.jpg'],0,0
red,"['tool_box_rot_s_3.jpg', 'tool_box_rot_s_1.jpg', 'tool_box_rot_s_5.jpg', 'tool_box_rot_s_7.jpg', 'tool_box_rot_s_9.jpg']",['tool_box_rot_s_7.jpg'],0,0
yellow,"['tool_box_rot_s_3.jpg', 'tool_box_rot_s_1.jpg', 'tool_box_rot_s_5.jpg', 'tool_box_rot_s_7.jpg', 'tool_box_rot_s_9.jpg']",['tool_box_rot_s_9.jpg'],0,0
orange,"['tennis_racket_rot_s_1.jpg', 'tennis_racket_rot_s_3.jpg', 'tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_5.jpg', 'tennis_racket_rot_s_9.jpg']",['tennis_racket_rot_s_1.jpg'],0,0
red,"['tennis_racket_rot_s_1.jpg', 'tennis_racket_rot_s_3.jpg', 'tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_5.jpg', 'tennis_racket_rot_s_9.jpg']",['tennis_racket_rot_s_3.jpg'],0,1
pink,"['tennis_racket_rot_s_1.jpg', 'tennis_racket_rot_s_3.jpg', 'tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_5.jpg', 'tennis_racket_rot_s_9.jpg']",['tennis_racket_rot_s_3.jpg'],0,0
green,"['tennis_racket_rot_s_1.jpg', 'tennis_racket_rot_s_3.jpg', 'tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_5.jpg', 'tennis_racket_rot_s_9.jpg']","['tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_9.jpg']",0,0
blue,"['tennis_racket_rot_s_1.jpg', 'tennis_racket_rot_s_3.jpg', 'tennis_racket_rot_s_7.jpg', 'tennis_racket_rot_s_5.jpg', 'tennis_racket_rot_s_9.jpg']",['tennis_racket_rot_s_5.jpg'],0,0
red,"['measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_4.jpg'],0,0
yellow,"['measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_2.jpg'],0,1
brown,"['measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_2.jpg'],0,0
green,"['measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_8.jpg'],0,0
blue,"['measuring_spoons_rot_s_4.jpg', 'measuring_spoons_rot_s_2.jpg', 'measuring_spoons_rot_s_8.jpg', 'measuring_spoons_rot_s_10.jpg']",['measuring_spoons_rot_s_10.jpg'],0,0
green,"['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg', 'packingtape_rot_s_7.jpg', 'packingtape_rot_s_5.jpg', 'packingtape_rot_s_9.jpg']","['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg']",0,0
yellow,"['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg', 'packingtape_rot_s_7.jpg', 'packingtape_rot_s_5.jpg', 'packingtape_rot_s_9.jpg']",['packingtape_rot_s_3.jpg'],0,0
blue,"['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg', 'packingtape_rot_s_7.jpg', 'packingtape_rot_s_5.jpg', 'packingtape_rot_s_9.jpg']","['packingtape_rot_s_7.jpg', 'packingtape_rot_s_9.jpg']",0,0
pink,"['packingtape_rot_s_1.jpg', 'packingtape_rot_s_3.jpg', 'packingtape_rot_s_7.jpg', 'packingtape_rot_s_5.jpg', 'packingtape_rot_s_9.jpg']",['packingtape_rot_s_5.jpg'],0,1
yellow,"['chapstick_rot_s_6.jpg', 'chapstick_rot_s_4.jpg', 'chapstick_rot_s_2.jpg', 'chapstick_rot_s_10.jpg', 'chapstick_rot_s_8.jpg']",['chapstick_rot_s_6.jpg'],0,0
green,"['chapstick_rot_s_6.jpg', 'chapstick_rot_s_4.jpg', 'chapstick_rot_s_2.jpg', 'chapstick_rot_s_10.jpg', 'chapstick_rot_s_8.jpg']",['chapstick_rot_s_4.jpg'],0,0
blue,"['chapstick_rot_s_6.jpg', 'chapstick_rot_s_4.jpg', 'chapstick_rot_s_2.jpg', 'chapstick_rot_s_10.jpg', 'chapstick_rot_s_8.jpg']",['chapstick_rot_s_2.jpg'],0,0
red,"['chapstick_rot_s_6.jpg', 'chapstick_rot_s_4.jpg', 'chapstick_rot_s_2.jpg', 'chapstick_rot_s_10.jpg', 'chapstick_rot_s_8.jpg']",['chapstick_rot_s_10.jpg'],0,0
pink,"['chapstick_rot_s_6.jpg', 'chapstick_rot_s_4.jpg', 'chapstick_rot_s_2.jpg', 'chapstick_rot_s_10.jpg', 'chapstick_rot_s_8.jpg']",['chapstick_rot_s_10.jpg'],0,0
purple,"['chapstick_rot_s_6.jpg', 'chapstick_rot_s_4.jpg', 'chapstick_rot_s_2.jpg', 'chapstick_rot_s_10.jpg', 'chapstick_rot_s_8.jpg']",['chapstick_rot_s_8.jpg'],0,0
green,"['briefcase_rot_s_8.jpg', 'briefcase_rot_s_2.jpg', 'briefcase_rot_s_6.jpg', 'briefcase_rot_s_10.jpg']","['briefcase_rot_s_8.jpg', 'briefcase_rot_s_10.jpg']",0,1
brown,"['briefcase_rot_s_8.jpg', 'briefcase_rot_s_2.jpg', 'briefcase_rot_s_6.jpg', 'briefcase_rot_s_10.jpg']",['briefcase_rot_s_2.jpg'],0,0
blue,"['briefcase_rot_s_8.jpg', 'briefcase_rot_s_2.jpg', 'briefcase_rot_s_6.jpg', 'briefcase_rot_s_10.jpg']",['briefcase_rot_s_6.jpg'],0,1
pink,"['jug_rot_s_2.jpg', 'jug_rot_s_4.jpg', 'jug_rot_s_6.jpg', 'jug_rot_s_10.jpg', 'jug_rot_s_8.jpg']",['jug_rot_s_2.jpg'],0,0
purple,"['jug_rot_s_2.jpg', 'jug_rot_s_4.jpg', 'jug_rot_s_6.jpg', 'jug_rot_s_10.jpg', 'jug_rot_s_8.jpg']",['jug_rot_s_4.jpg'],0,1
green,"['jug_rot_s_2.jpg', 'jug_rot_s_4.jpg', 'jug_rot_s_6.jpg', 'jug_rot_s_10.jpg', 'jug_rot_s_8.jpg']","['jug_rot_s_6.jpg', 'jug_rot_s_10.jpg']",0,1
orange,"['jug_rot_s_2.jpg', 'jug_rot_s_4.jpg', 'jug_rot_s_6.jpg', 'jug_rot_s_10.jpg', 'jug_rot_s_8.jpg']",['jug_rot_s_8.jpg'],0,0
blue,"['chair_recliner_rot_s_1.jpg', 'chair_recliner_rot_s_3.jpg', 'chair_recliner_rot_s_7.jpg', 'chair_recliner_rot_s_5.jpg', 'chair_recliner_rot_s_9.jpg']",['chair_recliner_rot_s_1.jpg'],0,0
green,"['chair_recliner_rot_s_1.jpg', 'chair_recliner_rot_s_3.jpg', 'chair_recliner_rot_s_7.jpg', 'chair_recliner_rot_s_5.jpg', 'chair_recliner_rot_s_9.jpg']",['chair_recliner_rot_s_3.jpg'],0,1
purple,"['chair_recliner_rot_s_1.jpg', 'chair_recliner_rot_s_3.jpg', 'chair_recliner_rot_s_7.jpg', 'chair_recliner_rot_s_5.jpg', 'chair_recliner_rot_s_9.jpg']",['chair_recliner_rot_s_7.jpg'],0,0
yellow,"['chair_recliner_rot_s_1.jpg', 'chair_recliner_rot_s_3.jpg', 'chair_recliner_rot_s_7.jpg', 'chair_recliner_rot_s_5.jpg', 'chair_recliner_rot_s_9.jpg']",['chair_recliner_rot_s_5.jpg'],0,0
pink,"['chair_recliner_rot_s_1.jpg', 'chair_recliner_rot_s_3.jpg', 'chair_recliner_rot_s_7.jpg', 'chair_recliner_rot_s_5.jpg', 'chair_recliner_rot_s_9.jpg']",['chair_recliner_rot_s_9.jpg'],0,0
yellow,"['lotion_rot_s_1.jpg', 'lotion_rot_s_3.jpg', 'lotion_rot_s_7.jpg', 'lotion_rot_s_5.jpg', 'lotion_rot_s_9.jpg']",['lotion_rot_s_1.jpg'],0,0
red,"['lotion_rot_s_1.jpg', 'lotion_rot_s_3.jpg', 'lotion_rot_s_7.jpg', 'lotion_rot_s_5.jpg', 'lotion_rot_s_9.jpg']",['lotion_rot_s_3.jpg'],0,0
green,"['lotion_rot_s_1.jpg', 'lotion_rot_s_3.jpg', 'lotion_rot_s_7.jpg', 'lotion_rot_s_5.jpg', 'lotion_rot_s_9.jpg']",['lotion_rot_s_7.jpg'],0,1
purple,"['lotion_rot_s_1.jpg', 'lotion_rot_s_3.jpg', 'lotion_rot_s_7.jpg', 'lotion_rot_s_5.jpg', 'lotion_rot_s_9.jpg']",['lotion_rot_s_5.jpg'],0,0
blue,"['lotion_rot_s_1.jpg', 'lotion_rot_s_3.jpg', 'lotion_rot_s_7.jpg', 'lotion_rot_s_5.jpg', 'lotion_rot_s_9.jpg']",['lotion_rot_s_9.jpg'],0,0
purple,"['cocktail_umbrella_rot_s_3.jpg', 'cocktail_umbrella_rot_s_1.jpg', 'cocktail_umbrella_rot_s_5.jpg', 'cocktail_umbrella_rot_s_7.jpg', 'cocktail_umbrella_rot_s_9.jpg']",['cocktail_umbrella_rot_s_3.jpg'],0,1
pink,"['cocktail_umbrella_rot_s_3.jpg', 'cocktail_umbrella_rot_s_1.jpg', 'cocktail_umbrella_rot_s_5.jpg', 'cocktail_umbrella_rot_s_7.jpg', 'cocktail_umbrella_rot_s_9.jpg']",['cocktail_umbrella_rot_s_1.jpg'],0,0
blue,"['cocktail_umbrella_rot_s_3.jpg', 'cocktail_umbrella_rot_s_1.jpg', 'cocktail_umbrella_rot_s_5.jpg', 'cocktail_umbrella_rot_s_7.jpg', 'cocktail_umbrella_rot_s_9.jpg']",['cocktail_umbrella_rot_s_5.jpg'],0,0
yellow,"['cocktail_umbrella_rot_s_3.jpg', 'cocktail_umbrella_rot_s_1.jpg', 'cocktail_umbrella_rot_s_5.jpg', 'cocktail_umbrella_rot_s_7.jpg', 'cocktail_umbrella_rot_s_9.jpg']",['cocktail_umbrella_rot_s_7.jpg'],0,0
orange,"['cocktail_umbrella_rot_s_3.jpg', 'cocktail_umbrella_rot_s_1.jpg', 'cocktail_umbrella_rot_s_5.jpg', 'cocktail_umbrella_rot_s_7.jpg', 'cocktail_umbrella_rot_s_9.jpg']",['cocktail_umbrella_rot_s_7.jpg'],0,0
green,"['cocktail_umbrella_rot_s_3.jpg', 'cocktail_umbrella_rot_s_1.jpg', 'cocktail_umbrella_rot_s_5.jpg', 'cocktail_umbrella_rot_s_7.jpg', 'cocktail_umbrella_rot_s_9.jpg']",['cocktail_umbrella_rot_s_9.jpg'],0,0
pink,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_2.jpg'],0,1
purple,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_4.jpg'],0,0
blue,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_6.jpg'],0,0
green,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_10.jpg'],0,1
yellow,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_8.jpg'],0,0
orange,"['cocktail_umbrella_rot_s_2.jpg', 'cocktail_umbrella_rot_s_4.jpg', 'cocktail_umbrella_rot_s_6.jpg', 'cocktail_umbrella_rot_s_10.jpg', 'cocktail_umbrella_rot_s_8.jpg']",['cocktail_umbrella_rot_s_8.jpg'],0,0
blue,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_1.jpg'],0,0
green,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_3.jpg'],0,0
purple,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_7.jpg'],0,0
yellow,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_5.jpg'],0,1
red,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_9.jpg'],0,0
pink,"['phone_antique_rot_s_1.jpg', 'phone_antique_rot_s_3.jpg', 'phone_antique_rot_s_7.jpg', 'phone_antique_rot_s_5.jpg', 'phone_antique_rot_s_9.jpg']",['phone_antique_rot_s_9.jpg'],0,1
purple,"['jug_rot_s_3.jpg', 'jug_rot_s_1.jpg', 'jug_rot_s_5.jpg', 'jug_rot_s_7.jpg', 'jug_rot_s_9.jpg']",['jug_rot_s_3.jpg'],0,0
pink,"['jug_rot_s_3.jpg', 'jug_rot_s_1.jpg', 'jug_rot_s_5.jpg', 'jug_rot_s_7.jpg', 'jug_rot_s_9.jpg']",['jug_rot_s_1.jpg'],0,0
green,"['jug_rot_s_3.jpg', 'jug_rot_s_1.jpg', 'jug_rot_s_5.jpg', 'jug_rot_s_7.jpg', 'jug_rot_s_9.jpg']","['jug_rot_s_5.jpg', 'jug_rot_s_9.jpg']",0,1
orange,"['jug_rot_s_3.jpg', 'jug_rot_s_1.jpg', 'jug_rot_s_5.jpg', 'jug_rot_s_7.jpg', 'jug_rot_s_9.jpg']",['jug_rot_s_7.jpg'],0,0
green,"['briefcase_rot_s_9.jpg', 'briefcase_rot_s_1.jpg', 'briefcase_rot_s_3.jpg', 'briefcase_rot_s_7.jpg', 'briefcase_rot_s_5.jpg']","['briefcase_rot_s_9.jpg', 'briefcase_rot_s_7.jpg']",0,0
brown,"['briefcase_rot_s_9.jpg', 'briefcase_rot_s_1.jpg', 'briefcase_rot_s_3.jpg', 'briefcase_rot_s_7.jpg', 'briefcase_rot_s_5.jpg']",['briefcase_rot_s_1.jpg'],0,1
pink,"['briefcase_rot_s_9.jpg', 'briefcase_rot_s_1.jpg', 'briefcase_rot_s_3.jpg', 'briefcase_rot_s_7.jpg', 'briefcase_rot_s_5.jpg']",['briefcase_rot_s_3.jpg'],0,0
blue,"['briefcase_rot_s_9.jpg', 'briefcase_rot_s_1.jpg', 'briefcase_rot_s_3.jpg', 'briefcase_rot_s_7.jpg', 'briefcase_rot_s_5.jpg']",['briefcase_rot_s_5.jpg'],0,0
purple,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_7.jpg'],0,0
yellow,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_5.jpg'],0,0
blue,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_1.jpg'],0,0
green,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_3.jpg'],0,0
red,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_9.jpg'],0,0
pink,"['chapstick_rot_s_7.jpg', 'chapstick_rot_s_5.jpg', 'chapstick_rot_s_1.jpg', 'chapstick_rot_s_3.jpg', 'chapstick_rot_s_9.jpg']",['chapstick_rot_s_9.jpg'],0,0
green,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_1.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_7.jpg'],0,0
yellow,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_1.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_1.jpg'],0,0
brown,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_1.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_1.jpg'],0,0
red,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_1.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_3.jpg'],0,0
blue,"['measuring_spoons_rot_s_7.jpg', 'measuring_spoons_rot_s_1.jpg', 'measuring_spoons_rot_s_3.jpg', 'measuring_spoons_rot_s_9.jpg']",['measuring_spoons_rot_s_9.jpg'],0,0
purple,"['pitcher_rot_s_6.jpg', 'pitcher_rot_s_10.jpg', 'pitcher_rot_s_2.jpg', 'pitcher_rot_s_8.jpg']",['pitcher_rot_s_6.jpg'],0,0
blue,"['pitcher_rot_s_6.jpg', 'pitcher_rot_s_10.jpg', 'pitcher_rot_s_2.jpg', 'pitcher_rot_s_8.jpg']",['pitcher_rot_s_10.jpg'],0,0
green,"['pitcher_rot_s_6.jpg', 'pitcher_rot_s_10.jpg', 'pitcher_rot_s_2.jpg', 'pitcher_rot_s_8.jpg']","['pitcher_rot_s_2.jpg', 'pitcher_rot_s_8.jpg']",0,1
orange,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_2.jpg'],0,0
blue,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_6.jpg'],0,0
red,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_4.jpg'],0,0
pink,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",['tennis_racket_rot_s_4.jpg'],0,0
green,"['tennis_racket_rot_s_2.jpg', 'tennis_racket_rot_s_6.jpg', 'tennis_racket_rot_s_4.jpg', 'tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']","['tennis_racket_rot_s_10.jpg', 'tennis_racket_rot_s_8.jpg']",0,0
brown,"['fakeapple_rot_s_10.jpg', 'fakeapple_rot_s_2.jpg', 'fakeapple_rot_s_4.jpg', 'fakeapple_rot_s_6.jpg']",['fakeapple_rot_s_10.jpg'],0,1
